age,gender,income,credit_score,transaction_amount,merchant_category,merchant_country,merchant_city,transaction_time,label
31,F,28447,717,1537,Grocery,USA,Toronto,6,0.0
68,F,95789,818,5604,Restaurants,Mexico,Los Angeles,2,0.0
26,M,40021,308,9775,Entertainment,Canada,Los Angeles,23,0.0
69,F,32223,728,5799,Restaurants,USA,New York,9,0.0
69,M,89096,693,8837,Gas,Mexico,Mexico City,17,0.0
50,M,90989,724,9888,Grocery,Mexico,Vancouver,1,0.0
69,M,61555,544,3557,Restaurants,Mexico,Los Angeles,0,0.0
69,M,68783,767,5637,Gas,Mexico,Los Angeles,16,0.0
36,M,73171,340,4484,Entertainment,USA,Mexico City,5,0.0
47,F,44929,565,8196,Restaurants,USA,Vancouver,10,0.0
25,M,43203,394,7721,Restaurants,USA,Los Angeles,3,0.0
29,M,13478,771,9946,Entertainment,Mexico,Toronto,12,0.0
57,M,62860,655,9357,Gas,Mexico,Los Angeles,13,0.0
30,M,41853,485,172,Gas,Mexico,Vancouver,7,0.0
46,F,43017,838,5241,Gas,USA,Vancouver,15,0.0
37,M,15582,729,1589,Restaurants,Mexico,Mexico City,8,0.0
20,M,14572,764,7033,Gas,USA,Vancouver,2,0.0
67,F,92753,350,6465,Restaurants,Mexico,Toronto,10,0.0
61,F,40368,439,4292,Grocery,Mexico,Toronto,16,0.0
18,F,60865,872,8886,Gas,USA,Vancouver,0,0.0
67,M,94445,559,6367,Restaurants,Mexico,Vancouver,23,0.0
18,M,48310,661,3783,Grocery,Canada,New York,22,0.0
41,F,39026,770,2121,Entertainment,USA,Vancouver,4,0.0
39,M,90131,340,9206,Grocery,USA,Toronto,22,0.0
31,M,22068,612,9867,Grocery,Canada,Toronto,11,0.0
47,M,16136,399,6999,Grocery,USA,Vancouver,12,0.0
50,M,81009,797,1394,Gas,Canada,Toronto,18,0.0
69,F,71591,675,9641,Gas,Canada,New York,22,0.0
27,M,78081,680,6349,Entertainment,USA,Toronto,22,0.0
55,F,10842,741,3538,Entertainment,Canada,Los Angeles,11,0.0
38,F,20985,740,9234,Restaurants,Mexico,Los Angeles,5,0.0
24,M,74162,452,1060,Grocery,Mexico,New York,21,0.0
49,F,79685,531,832,Entertainment,USA,Los Angeles,13,0.0
44,M,1911,343,8595,Gas,USA,Toronto,13,0.0
63,M,50573,794,14,Restaurants,Mexico,Mexico City,6,0.0
55,F,74723,582,9818,Entertainment,Canada,Los Angeles,17,0.0
64,M,33787,623,8542,Restaurants,Canada,Vancouver,4,0.0
55,F,79974,314,848,Entertainment,USA,Toronto,13,0.0
45,M,75319,740,7352,Grocery,Canada,Vancouver,9,0.0
32,F,20987,343,8729,Restaurants,Canada,New York,13,0.0
39,F,23538,533,9307,Entertainment,Canada,New York,19,0.0
54,M,10810,831,3330,Restaurants,Canada,Los Angeles,8,0.0
56,F,63167,507,3626,Restaurants,Mexico,Los Angeles,4,0.0
22,M,74037,348,683,Gas,Mexico,Mexico City,12,0.0
65,F,97429,823,733,Grocery,USA,Los Angeles,19,0.0
33,F,65696,870,7640,Grocery,USA,New York,11,0.0
28,M,21489,311,1801,Gas,Canada,Los Angeles,19,0.0
21,F,24975,888,3369,Gas,USA,Mexico City,20,0.0
65,F,26223,890,3138,Grocery,Canada,Vancouver,8,0.0
35,M,8350,320,8938,Restaurants,Canada,New York,22,0.0
50,M,50596,675,2555,Gas,Canada,Los Angeles,21,0.0
31,F,5603,340,6425,Gas,Mexico,Vancouver,14,0.0
33,M,59517,555,9618,Grocery,Canada,Vancouver,11,0.0
62,F,1363,596,4378,Grocery,Mexico,New York,19,0.0
59,M,28210,500,348,Grocery,Canada,Vancouver,9,0.0
23,M,23551,881,5450,Gas,Mexico,Mexico City,2,1.0
39,F,63640,556,8858,Grocery,USA,Toronto,20,0.0
28,F,10899,363,184,Grocery,Canada,Toronto,16,0.0
27,F,60670,658,1629,Restaurants,Mexico,Toronto,8,0.0
29,M,41248,573,142,Gas,Canada,Vancouver,1,0.0
21,M,76594,727,2833,Entertainment,USA,Mexico City,10,0.0
35,F,88184,693,1227,Gas,Canada,Los Angeles,7,0.0
32,F,37363,347,4879,Entertainment,USA,Toronto,14,0.0
26,F,95010,611,1196,Gas,Canada,New York,22,0.0
65,F,21389,863,9686,Restaurants,Canada,Mexico City,8,0.0
46,F,69000,734,1847,Grocery,Mexico,Mexico City,9,0.0
46,M,78479,462,7776,Grocery,Canada,Los Angeles,20,0.0
57,F,96372,481,7949,Restaurants,USA,Toronto,2,0.0
21,M,81761,621,7523,Gas,Canada,Toronto,21,0.0
45,M,26826,873,6387,Grocery,Mexico,Toronto,1,0.0
44,F,49722,390,1123,Restaurants,USA,Toronto,10,0.0
40,F,32847,711,9633,Entertainment,USA,Los Angeles,19,0.0
22,M,61985,305,76,Grocery,Mexico,New York,13,0.0
22,F,74092,783,7509,Entertainment,Canada,Vancouver,18,0.0
51,M,67912,426,481,Grocery,Canada,Toronto,12,0.0
42,F,28896,702,3531,Gas,Canada,Mexico City,20,0.0
68,M,84438,343,2542,Restaurants,Canada,Vancouver,20,0.0
20,M,57140,469,1678,Entertainment,USA,Los Angeles,21,0.0
35,M,12103,354,9977,Entertainment,Mexico,Vancouver,5,0.0
21,F,28478,553,3755,Grocery,USA,Vancouver,4,0.0
56,M,66218,537,5328,Entertainment,Canada,Los Angeles,13,1.0
63,F,17938,305,9336,Entertainment,USA,Los Angeles,12,0.0
37,F,80405,648,6187,Restaurants,USA,Mexico City,5,0.0
19,M,97269,629,8016,Grocery,Canada,Toronto,4,0.0
68,F,78466,762,9977,Gas,USA,Los Angeles,14,0.0
59,F,89924,516,9547,Restaurants,USA,Vancouver,7,0.0
60,F,51383,809,2131,Gas,USA,Mexico City,15,0.0
55,F,65882,771,3036,Restaurants,Mexico,Mexico City,4,0.0
52,F,66740,337,693,Entertainment,USA,New York,15,0.0
21,M,54001,602,4849,Entertainment,USA,Mexico City,23,0.0
51,M,10403,361,2052,Gas,Canada,Toronto,9,0.0
37,M,98928,322,5802,Grocery,Canada,Vancouver,9,0.0
42,M,90147,882,5178,Restaurants,Mexico,New York,7,0.0
24,M,68949,732,2629,Restaurants,Mexico,Toronto,22,0.0
60,F,23047,604,1285,Restaurants,Mexico,Toronto,15,0.0
64,M,42283,476,6492,Grocery,Mexico,Toronto,14,0.0
57,M,26257,646,5413,Grocery,Canada,Mexico City,21,0.0
27,M,8783,861,4706,Gas,Mexico,Los Angeles,20,0.0
61,M,42888,678,8053,Grocery,Mexico,New York,20,0.0
21,M,29389,410,9005,Restaurants,Canada,New York,19,0.0
31,F,89718,867,426,Restaurants,Canada,Toronto,7,0.0
58,F,93085,836,3005,Gas,USA,Toronto,21,0.0
52,F,54949,422,6699,Gas,Canada,New York,1,0.0
68,F,48870,651,8998,Gas,USA,New York,3,0.0
31,F,12508,321,3507,Restaurants,USA,Mexico City,12,0.0
64,M,31769,396,5934,Entertainment,Mexico,Los Angeles,1,0.0
30,M,20290,899,2526,Entertainment,USA,Toronto,16,0.0
38,M,81888,322,3025,Entertainment,Mexico,New York,2,0.0
39,F,51741,780,6155,Restaurants,Canada,Los Angeles,17,0.0
29,M,85029,748,6953,Gas,Mexico,Los Angeles,5,0.0
61,F,18803,316,8217,Gas,Canada,Mexico City,23,0.0
40,F,27526,504,1198,Restaurants,Canada,Vancouver,14,0.0
32,F,8786,376,6250,Grocery,Mexico,New York,12,0.0
65,M,61406,771,2654,Entertainment,USA,Toronto,16,0.0
23,F,90967,366,1569,Gas,Canada,Mexico City,12,0.0
57,M,18342,641,7065,Restaurants,Canada,Los Angeles,23,0.0
38,M,38663,846,168,Grocery,USA,New York,21,0.0
61,M,44062,629,1272,Grocery,Mexico,Los Angeles,8,0.0
27,M,61007,342,9075,Entertainment,USA,Los Angeles,5,0.0
68,F,88266,696,5034,Grocery,Mexico,Mexico City,2,0.0
27,M,85948,555,3309,Entertainment,USA,Mexico City,23,0.0
32,M,48224,721,8789,Entertainment,Canada,Toronto,23,0.0
41,F,52580,354,1401,Gas,Canada,Vancouver,13,0.0
39,M,33512,884,3305,Gas,Canada,Vancouver,6,0.0
69,M,50793,746,1922,Restaurants,USA,Vancouver,10,0.0
20,F,59873,715,4176,Entertainment,Mexico,Toronto,18,0.0
48,M,84912,718,45,Gas,Mexico,Mexico City,3,0.0
53,F,1440,469,4787,Grocery,Canada,Toronto,21,0.0
32,M,38446,765,1971,Gas,Mexico,Mexico City,2,0.0
47,F,8781,321,8178,Grocery,Mexico,Mexico City,2,0.0
39,F,4926,546,7159,Grocery,Canada,Mexico City,22,0.0
28,M,35920,500,4035,Restaurants,USA,Toronto,16,0.0
39,F,33446,425,3753,Entertainment,USA,Vancouver,0,0.0
42,M,82605,440,2641,Grocery,Canada,New York,4,0.0
69,M,13515,816,156,Restaurants,Mexico,Los Angeles,10,0.0
35,M,40680,823,8062,Grocery,Mexico,Toronto,18,0.0
63,M,3871,740,8312,Gas,Canada,Toronto,22,0.0
24,M,17241,630,2217,Grocery,USA,Mexico City,17,0.0
55,F,36404,546,7386,Gas,Mexico,Toronto,7,0.0
41,F,59569,656,645,Gas,Canada,Mexico City,3,0.0
23,M,43640,540,3965,Gas,USA,Mexico City,12,0.0
42,F,85752,776,4071,Grocery,Canada,Mexico City,13,0.0
27,F,36290,356,7518,Gas,Canada,Mexico City,1,0.0
34,M,59036,575,3169,Grocery,Mexico,Toronto,2,0.0
47,F,18280,872,9527,Gas,Mexico,Vancouver,3,0.0
68,M,14163,830,6012,Entertainment,Canada,Vancouver,23,0.0
52,F,36232,732,2356,Restaurants,Mexico,Vancouver,19,0.0
45,F,62505,855,3702,Gas,USA,Vancouver,12,0.0
36,M,70689,392,612,Gas,Mexico,Toronto,17,0.0
69,F,17102,430,3005,Restaurants,Mexico,Toronto,10,0.0
35,M,47860,385,9790,Gas,Canada,Mexico City,4,0.0
22,F,98462,302,5772,Restaurants,Mexico,New York,14,0.0
41,M,7242,521,4758,Restaurants,Mexico,Vancouver,19,0.0
47,F,39199,666,9117,Restaurants,Canada,Mexico City,14,0.0
23,M,12978,538,1259,Restaurants,Mexico,New York,18,0.0
37,M,85250,307,3901,Gas,Mexico,Toronto,21,0.0
46,F,15961,379,8259,Grocery,Canada,New York,22,0.0
50,F,8091,782,1421,Gas,Mexico,Mexico City,8,0.0
40,M,48666,853,6535,Restaurants,Canada,Mexico City,11,0.0
43,M,46734,400,5887,Entertainment,Canada,Toronto,1,0.0
60,M,9173,538,1575,Entertainment,Canada,Vancouver,4,0.0
53,M,40760,392,7197,Restaurants,Mexico,Mexico City,1,0.0
37,M,98721,417,811,Restaurants,Mexico,New York,15,0.0
64,M,29859,701,4066,Entertainment,Canada,Los Angeles,18,0.0
58,M,81355,399,5008,Grocery,Mexico,Mexico City,19,0.0
60,F,29164,619,8110,Restaurants,Mexico,New York,14,0.0
30,M,76565,854,3557,Entertainment,Mexico,New York,0,0.0
61,F,33288,626,2969,Grocery,Mexico,New York,4,0.0
37,M,49676,309,6652,Restaurants,USA,Toronto,17,0.0
30,M,52189,702,3731,Grocery,Canada,Los Angeles,3,0.0
19,F,39098,727,450,Grocery,Canada,Toronto,4,0.0
31,F,10759,338,2061,Entertainment,Mexico,Vancouver,0,0.0
46,M,37440,775,4926,Restaurants,Canada,Vancouver,14,0.0
25,F,19479,463,7370,Gas,Mexico,Toronto,23,0.0
40,F,62049,569,3994,Gas,USA,Toronto,5,0.0
39,F,79337,811,115,Grocery,USA,Los Angeles,15,0.0
35,M,13020,447,1162,Entertainment,Mexico,Mexico City,8,0.0
40,M,78460,806,6446,Entertainment,Canada,New York,16,0.0
35,M,74124,445,6329,Grocery,Mexico,Toronto,10,0.0
59,F,34642,618,1443,Entertainment,Canada,Vancouver,13,0.0
58,F,99410,532,9246,Grocery,Canada,New York,23,0.0
58,M,71355,432,8270,Gas,USA,New York,6,0.0
69,M,88106,781,2057,Restaurants,Canada,Toronto,19,0.0
35,F,10650,525,1554,Restaurants,Mexico,Mexico City,18,0.0
37,F,25641,453,9301,Restaurants,USA,Los Angeles,21,0.0
60,M,78111,354,2064,Restaurants,USA,Toronto,13,0.0
24,M,73726,307,7594,Grocery,Canada,New York,21,0.0
60,M,95452,762,5028,Restaurants,Canada,Mexico City,6,0.0
35,F,15106,328,3382,Grocery,Mexico,Los Angeles,7,0.0
21,F,9432,727,4112,Grocery,Mexico,New York,20,0.0
32,F,90001,641,823,Gas,Canada,Vancouver,8,0.0
69,M,94642,397,8216,Entertainment,USA,New York,18,0.0
50,M,49422,862,9871,Entertainment,USA,New York,18,0.0
28,F,10317,431,2259,Restaurants,Mexico,New York,7,0.0
61,M,37385,886,3235,Restaurants,Canada,Vancouver,12,0.0
37,F,95406,521,3506,Grocery,Mexico,Mexico City,13,0.0
27,F,66258,867,1100,Entertainment,Canada,New York,16,0.0
28,M,49129,672,6965,Grocery,USA,Toronto,13,0.0
63,M,4169,532,4927,Restaurants,USA,Mexico City,9,0.0
35,M,22518,704,8467,Restaurants,USA,New York,14,0.0
44,F,10975,748,6038,Entertainment,Mexico,Toronto,0,0.0
35,M,79494,446,9751,Entertainment,Mexico,Mexico City,2,0.0
20,F,86970,742,6543,Restaurants,Mexico,New York,2,0.0
33,F,6808,472,2707,Grocery,Mexico,Mexico City,8,0.0
57,M,94366,446,9464,Entertainment,USA,Toronto,0,0.0
46,M,37247,395,4154,Restaurants,USA,Toronto,10,0.0
55,M,40839,869,4647,Restaurants,Mexico,New York,10,0.0
57,F,97218,838,7519,Entertainment,Mexico,New York,18,0.0
68,M,63534,603,5166,Entertainment,Canada,Los Angeles,20,0.0
31,M,11442,313,2516,Grocery,Mexico,New York,1,0.0
40,M,46583,380,2942,Entertainment,Mexico,Vancouver,1,0.0
18,F,93309,528,8789,Grocery,Mexico,Mexico City,1,1.0
69,F,82379,507,7062,Gas,Canada,Vancouver,23,0.0
60,M,93119,782,2188,Grocery,Canada,Los Angeles,17,0.0
27,M,13611,776,7515,Entertainment,USA,Los Angeles,11,0.0
36,F,43562,739,7567,Restaurants,Canada,Los Angeles,6,0.0
19,F,82556,358,4988,Gas,Mexico,Toronto,5,0.0
49,F,64959,442,9106,Restaurants,Mexico,Toronto,21,0.0
18,F,44621,442,7815,Restaurants,Canada,New York,9,0.0
20,F,37762,407,7800,Gas,Canada,Mexico City,0,0.0
18,M,46171,450,1572,Restaurants,Canada,Mexico City,22,0.0
66,F,47361,589,9658,Grocery,Mexico,Mexico City,7,0.0
29,M,2372,423,4133,Grocery,USA,New York,15,0.0
44,F,46488,558,2635,Grocery,USA,New York,12,0.0
44,F,89795,640,6104,Entertainment,Mexico,Toronto,2,0.0
63,M,36323,741,8950,Grocery,Canada,Toronto,2,0.0
63,M,75254,301,8231,Restaurants,USA,Vancouver,16,0.0
55,M,40571,583,4497,Gas,Canada,Mexico City,12,0.0
28,F,66805,621,8287,Restaurants,Canada,New York,15,0.0
38,M,2121,522,4026,Grocery,Mexico,Los Angeles,6,0.0
66,M,14684,754,5312,Gas,USA,Mexico City,19,0.0
29,M,70882,642,89,Gas,USA,Los Angeles,20,0.0
41,M,66631,379,6770,Grocery,Mexico,Los Angeles,2,0.0
18,F,21769,761,8659,Entertainment,Canada,New York,0,0.0
51,F,93807,729,3897,Entertainment,Mexico,Los Angeles,22,0.0
40,M,18599,819,3663,Grocery,Canada,Los Angeles,18,0.0
39,M,63529,770,9046,Grocery,Canada,New York,4,0.0
33,F,56821,385,4029,Grocery,Canada,New York,11,0.0
36,F,91234,545,3456,Restaurants,Canada,New York,2,0.0
58,M,23634,627,2665,Gas,Canada,Toronto,5,0.0
26,M,13981,784,5846,Restaurants,Canada,Toronto,17,0.0
34,M,93021,866,1579,Gas,Canada,Los Angeles,11,0.0
29,M,18408,613,2062,Gas,Mexico,Mexico City,15,0.0
23,M,28196,386,9028,Grocery,USA,Mexico City,11,0.0
30,M,77114,417,7038,Grocery,Canada,Toronto,4,0.0
32,F,17828,485,5969,Grocery,Canada,Los Angeles,21,0.0
42,F,55348,617,2489,Grocery,Canada,Los Angeles,4,0.0
46,F,87679,759,8716,Entertainment,USA,Los Angeles,14,0.0
45,M,39980,881,6749,Gas,USA,Los Angeles,16,0.0
45,F,83145,618,9653,Restaurants,Canada,Toronto,6,0.0
45,F,71089,566,9676,Grocery,Canada,Mexico City,5,0.0
26,M,96087,555,7535,Restaurants,USA,Los Angeles,18,0.0
59,M,90127,599,1007,Grocery,Mexico,Mexico City,0,0.0
48,M,20810,628,5323,Entertainment,Mexico,New York,14,0.0
54,M,47263,496,6347,Grocery,Canada,New York,12,0.0
40,M,59372,573,7828,Restaurants,Mexico,Toronto,0,0.0
56,M,81115,394,6914,Gas,Mexico,New York,7,0.0
18,F,89236,787,2706,Restaurants,Mexico,Los Angeles,11,0.0
30,F,78241,808,2200,Gas,Canada,Los Angeles,9,1.0
67,F,43535,893,624,Gas,Mexico,Toronto,20,0.0
55,F,44838,592,3990,Restaurants,USA,Los Angeles,3,0.0
27,F,97054,847,7175,Entertainment,USA,Los Angeles,13,0.0
18,M,42988,502,9542,Grocery,USA,Mexico City,21,0.0
30,F,1939,692,1387,Grocery,Mexico,Toronto,22,0.0
57,F,65128,635,7321,Grocery,Canada,Toronto,0,0.0
55,F,56303,620,7365,Gas,Canada,Vancouver,5,0.0
64,F,9780,874,205,Restaurants,USA,Vancouver,11,0.0
42,M,27240,702,4479,Restaurants,Mexico,New York,20,0.0
58,M,49713,482,3311,Grocery,Canada,New York,21,0.0
31,F,23234,520,7492,Entertainment,Canada,Vancouver,1,0.0
66,M,96742,820,339,Grocery,Canada,Vancouver,19,0.0
33,F,38792,897,8487,Restaurants,USA,Los Angeles,18,0.0
57,M,30578,592,7621,Grocery,USA,Vancouver,15,0.0
28,M,63707,629,8725,Grocery,Canada,Los Angeles,16,0.0
62,M,39649,383,1633,Restaurants,USA,Mexico City,1,0.0
19,F,87565,627,3962,Gas,USA,New York,12,0.0
27,M,25987,646,9337,Gas,Canada,Mexico City,18,0.0
25,M,7764,713,1386,Restaurants,Canada,New York,21,0.0
54,F,2665,709,5800,Entertainment,Mexico,Toronto,15,0.0
38,F,65794,414,962,Grocery,Canada,Toronto,23,0.0
33,M,30004,432,9713,Gas,USA,Toronto,8,0.0
23,M,47505,681,5999,Entertainment,Mexico,Los Angeles,19,0.0
49,F,98444,312,7369,Restaurants,Canada,Mexico City,23,0.0
48,F,72999,469,51,Restaurants,USA,Vancouver,10,0.0
35,M,78501,608,6346,Entertainment,Mexico,Toronto,22,0.0
58,M,37416,883,2517,Restaurants,Canada,Toronto,18,0.0
40,F,24891,790,3543,Entertainment,Mexico,Mexico City,4,0.0
53,M,70409,890,9615,Restaurants,Mexico,Toronto,20,0.0
34,F,61793,809,9096,Restaurants,USA,Vancouver,22,0.0
60,F,49498,411,3175,Entertainment,Canada,Toronto,19,0.0
60,F,38827,323,7711,Grocery,USA,Toronto,7,0.0
66,M,91346,755,5125,Gas,Mexico,Los Angeles,15,0.0
36,F,21614,698,5379,Restaurants,Canada,Mexico City,10,0.0
52,F,85142,510,5583,Gas,Canada,Los Angeles,6,0.0
19,F,77462,844,5821,Entertainment,USA,New York,9,0.0
52,F,61942,499,9350,Restaurants,USA,Toronto,18,0.0
38,F,35797,374,2969,Entertainment,USA,Toronto,3,0.0
43,F,14520,356,5291,Grocery,USA,Mexico City,20,0.0
21,F,3471,364,2218,Entertainment,Canada,Toronto,2,0.0
59,M,24221,596,682,Grocery,USA,Mexico City,14,0.0
44,M,66841,560,3348,Grocery,USA,New York,19,0.0
64,M,9390,528,8180,Grocery,Canada,Toronto,23,0.0
27,M,71329,343,8099,Restaurants,USA,Vancouver,19,0.0
57,F,8942,526,1173,Entertainment,Mexico,New York,13,0.0
26,M,96251,672,833,Grocery,Mexico,Toronto,20,0.0
21,F,35442,853,7719,Gas,Mexico,Vancouver,15,0.0
44,F,73936,504,5041,Grocery,USA,Mexico City,23,0.0
54,F,80278,822,5422,Entertainment,Mexico,Mexico City,0,0.0
51,M,13723,544,2097,Entertainment,USA,New York,18,0.0
48,F,20722,564,5664,Grocery,Canada,Los Angeles,1,0.0
59,F,15190,368,7604,Grocery,Mexico,New York,21,0.0
51,F,82324,375,7020,Grocery,USA,Vancouver,22,0.0
36,F,89086,571,6002,Entertainment,Mexico,Mexico City,19,0.0
33,M,29855,327,6705,Gas,Canada,Vancouver,19,0.0
27,M,65939,512,265,Gas,Mexico,New York,16,0.0
40,F,87719,741,2503,Restaurants,USA,Toronto,8,0.0
21,F,45336,737,6654,Restaurants,Canada,Toronto,10,0.0
59,F,4153,866,9558,Entertainment,USA,Los Angeles,19,0.0
27,F,46311,722,2246,Restaurants,Mexico,Vancouver,11,0.0
24,M,24382,304,9872,Entertainment,USA,New York,20,0.0
19,M,47545,770,2560,Restaurants,Canada,Mexico City,11,0.0
59,F,87319,638,7350,Gas,USA,Vancouver,1,0.0
60,F,45039,432,2243,Grocery,USA,New York,13,0.0
22,F,21959,839,9953,Grocery,Mexico,Los Angeles,17,0.0
18,M,7025,325,1082,Grocery,USA,Mexico City,1,0.0
41,M,78087,519,2476,Entertainment,USA,Vancouver,23,0.0
41,F,57568,567,9412,Entertainment,USA,Vancouver,13,0.0
59,F,58579,371,7656,Entertainment,USA,Toronto,11,0.0
44,F,58216,570,3675,Gas,Mexico,Los Angeles,21,0.0
35,F,71641,482,2864,Entertainment,Canada,Los Angeles,21,0.0
32,M,21081,772,7601,Restaurants,Canada,Vancouver,4,0.0
34,F,43576,301,8554,Gas,Canada,Mexico City,19,0.0
47,F,42614,725,6208,Entertainment,USA,New York,22,0.0
68,M,41912,705,3463,Gas,USA,Los Angeles,13,0.0
53,M,13157,574,8553,Gas,Canada,New York,9,0.0
56,M,76281,397,9450,Gas,Canada,Vancouver,23,0.0
59,M,13658,705,8260,Restaurants,Mexico,Mexico City,6,0.0
26,F,33852,752,1286,Restaurants,USA,Vancouver,1,0.0
55,F,71698,536,9549,Gas,Mexico,Toronto,8,0.0
62,F,14784,594,2364,Grocery,Mexico,Vancouver,7,0.0
24,M,4151,878,2844,Gas,Mexico,New York,0,0.0
59,M,65711,323,9571,Restaurants,Canada,Mexico City,6,0.0
34,F,95306,850,4259,Restaurants,Mexico,Vancouver,6,0.0
41,F,79294,884,8171,Restaurants,USA,New York,6,0.0
69,M,91570,572,6822,Gas,Mexico,Toronto,20,0.0
18,M,95606,774,9184,Restaurants,USA,New York,6,0.0
67,F,60490,879,228,Gas,USA,Los Angeles,21,0.0
30,F,63150,340,4379,Grocery,Canada,Vancouver,2,0.0
55,F,8662,326,7244,Entertainment,Canada,Mexico City,11,0.0
63,F,39615,793,4120,Restaurants,Canada,Mexico City,3,0.0
20,F,69720,352,9804,Entertainment,USA,Mexico City,20,0.0
55,F,15818,793,814,Grocery,Canada,Mexico City,7,0.0
53,F,48246,597,2294,Gas,Mexico,Vancouver,23,0.0
45,F,68433,590,2188,Gas,Mexico,Los Angeles,13,0.0
63,M,62269,623,2981,Entertainment,Mexico,Toronto,9,0.0
64,F,53411,490,5625,Grocery,Mexico,Vancouver,7,0.0
24,F,55576,509,9907,Grocery,Canada,New York,18,0.0
34,F,41605,601,3849,Grocery,Mexico,Mexico City,21,0.0
33,M,57645,388,7043,Gas,Canada,New York,11,0.0
54,M,92625,827,1293,Entertainment,USA,Toronto,8,0.0
32,F,86128,437,1664,Gas,USA,Mexico City,5,0.0
62,F,34724,473,1875,Restaurants,USA,Toronto,5,0.0
53,M,70085,346,5581,Entertainment,Canada,Vancouver,11,0.0
61,M,37952,304,8218,Gas,Canada,Mexico City,16,0.0
45,F,89575,349,101,Restaurants,USA,Toronto,23,0.0
64,F,10820,476,331,Gas,Mexico,Vancouver,23,0.0
63,F,28216,737,1885,Gas,USA,Los Angeles,12,0.0
67,F,31211,821,6779,Gas,Mexico,Mexico City,5,0.0
20,M,84179,651,1393,Gas,Mexico,Los Angeles,15,0.0
64,M,93524,668,6171,Grocery,Canada,Mexico City,20,0.0
18,F,24443,421,1300,Gas,Canada,Mexico City,11,0.0
69,M,64490,883,6719,Gas,Canada,Los Angeles,22,0.0
26,M,18864,887,2458,Restaurants,USA,Mexico City,7,0.0
40,F,70630,553,2241,Gas,Mexico,Toronto,18,0.0
55,F,2504,694,9254,Grocery,Mexico,Vancouver,7,0.0
26,M,33573,683,7483,Grocery,Mexico,Los Angeles,17,0.0
55,F,93572,786,3878,Grocery,Mexico,Mexico City,21,0.0
52,M,13347,754,8041,Entertainment,USA,Mexico City,6,0.0
47,F,65000,847,297,Gas,Mexico,Vancouver,5,0.0
23,M,45691,850,6458,Grocery,USA,Los Angeles,14,0.0
18,M,6123,561,9480,Entertainment,Mexico,Vancouver,15,0.0
28,F,29435,769,3267,Grocery,Canada,New York,0,0.0
51,M,2525,433,7690,Grocery,Mexico,New York,21,0.0
21,M,34194,887,5097,Entertainment,Mexico,Mexico City,1,0.0
29,M,75103,872,3164,Entertainment,USA,New York,4,0.0
63,F,39853,876,916,Gas,USA,Toronto,20,0.0
58,F,14945,720,7728,Grocery,Mexico,New York,19,0.0
25,M,39365,845,1051,Entertainment,Mexico,Vancouver,10,0.0
35,M,89999,457,6043,Grocery,Canada,New York,19,0.0
37,F,38452,371,3956,Entertainment,Canada,Vancouver,22,0.0
24,F,70113,385,9591,Grocery,Mexico,Toronto,6,0.0
68,M,2679,436,6496,Gas,Canada,Toronto,11,0.0
36,M,6017,395,7227,Grocery,Canada,Mexico City,8,0.0
25,M,69005,314,6014,Restaurants,USA,Mexico City,7,0.0
32,F,20060,811,4088,Restaurants,Canada,Mexico City,2,0.0
25,F,74693,893,9688,Entertainment,Canada,Mexico City,9,0.0
49,F,24024,434,5921,Entertainment,Canada,Mexico City,2,0.0
52,M,39947,551,4514,Gas,Mexico,Toronto,19,0.0
20,F,7020,598,4429,Grocery,Mexico,Los Angeles,0,0.0
27,M,10921,458,6785,Entertainment,Mexico,Toronto,17,0.0
52,F,75792,577,2347,Gas,USA,Los Angeles,8,0.0
33,F,61077,721,3415,Restaurants,Mexico,Toronto,10,0.0
49,F,5258,832,3737,Entertainment,Mexico,New York,13,0.0
18,M,59945,367,4049,Restaurants,Canada,New York,19,0.0
27,M,84439,734,496,Grocery,USA,Mexico City,20,0.0
39,F,8057,715,755,Grocery,Mexico,Vancouver,15,0.0
41,F,19939,584,8743,Grocery,USA,Mexico City,16,0.0
27,M,72613,542,2210,Entertainment,Mexico,New York,5,0.0
44,M,48824,784,7454,Grocery,USA,Mexico City,15,0.0
68,M,11913,330,8014,Entertainment,Mexico,Toronto,13,0.0
66,F,71414,877,9578,Gas,USA,Mexico City,17,0.0
64,M,83014,518,4479,Restaurants,USA,Mexico City,0,0.0
54,F,10775,815,7951,Restaurants,Canada,New York,5,0.0
49,F,10836,470,2692,Gas,Canada,New York,22,0.0
49,F,86783,335,7177,Grocery,Mexico,Mexico City,12,0.0
47,F,56181,865,5114,Restaurants,Mexico,Los Angeles,14,0.0
25,F,67355,769,2349,Grocery,USA,Los Angeles,16,0.0
32,F,27564,759,9683,Entertainment,Canada,New York,11,0.0
26,F,69481,853,5480,Grocery,Canada,Vancouver,17,0.0
39,M,57370,728,4026,Restaurants,Mexico,New York,23,0.0
18,M,87318,641,3044,Gas,USA,New York,18,0.0
65,F,11825,341,6720,Restaurants,Canada,Toronto,8,0.0
47,M,46621,885,8973,Entertainment,USA,Vancouver,19,0.0
67,F,24012,622,2434,Restaurants,Mexico,Los Angeles,16,0.0
47,M,92387,633,5646,Entertainment,Canada,Vancouver,20,0.0
48,M,97885,367,5502,Gas,USA,Los Angeles,22,0.0
19,F,64553,474,4067,Grocery,Mexico,Los Angeles,20,0.0
57,F,22367,479,7576,Entertainment,Canada,Los Angeles,10,0.0
